reporting_period,reporting_date,customer_id,total_rentals,total_payment_amount
Day,2022-08-19,495,3,7.97
Day,2022-08-19,512,2,13.98
Day,2022-08-19,532,3,18.97
Day,2022-08-19,550,1,10.99
Day,2022-08-19,562,2,13.98
Day,2022-08-20,15,3,14.97
Day,2022-08-20,19,3,22.97
Day,2022-08-20,21,3,23.97
Day,2022-08-20,36,3,9.97
Day,2022-08-20,53,3,6.97
Day,2022-08-20,56,2,14.98
Day,2022-08-20,72,3,6.97
Day,2022-08-20,93,4,19.96
Day,2022-08-20,112,3,17.97
Day,2022-08-20,129,4,21.96
Day,2022-08-20,156,3,6.97
Day,2022-08-20,158,3,6.97
Day,2022-08-20,170,2,15.98
Day,2022-08-20,175,2,13.98
Day,2022-08-20,179,3,16.97
Day,2022-08-20,197,2,13.98
Day,2022-08-20,200,2,16.98
Day,2022-08-20,201,3,16.97
Day,2022-08-20,207,4,25.96
Day,2022-08-20,214,3,6.97
Day,2022-08-20,237,3,20.97
Day,2022-08-20,244,3,6.97
Day,2022-08-20,258,3,14.97
Day,2022-08-20,259,3,17.97
Day,2022-08-20,260,4,10.96
Day,2022-08-20,273,3,15.97
Day,2022-08-20,274,3,17.97
Day,2022-08-20,275,4,6.96
Day,2022-08-20,296,4,12.96
Day,2022-08-20,306,4,16.96
Day,2022-08-20,322,2,14.98
Day,2022-08-20,328,3,14.97
Day,2022-08-20,342,4,15.96
Day,2022-08-20,348,4,12.96
Day,2022-08-20,362,2,13.98
Day,2022-08-20,372,2,18.98
Day,2022-08-20,390,6,27.94
Day,2022-08-20,408,3,14.97
Day,2022-08-20,422,3,7.97
Day,2022-08-20,436,4,13.96
Day,2022-08-20,444,3,4.97
Day,2022-08-20,454,4,27.96
Day,2022-08-20,459,2,15.98
Day,2022-08-20,471,3,18.97
Day,2022-08-20,481,3,9.97
Day,2022-08-20,506,2,2.98
Day,2022-08-20,518,2,13.98
Day,2022-08-21,13,2,17.98
Day,2022-08-21,26,4,23.96
Day,2022-08-21,34,2,13.98
Day,2022-08-21,38,3,14.97
Day,2022-08-21,49,3,15.97
Day,2022-08-21,51,3,16.97
Day,2022-08-21,66,4,13.96
Day,2022-08-21,69,3,7.97
Day,2022-08-21,116,1,11.99
Day,2022-08-21,118,2,13.98
Day,2022-08-21,119,4,14.96
Day,2022-08-21,120,3,19.97
Day,2022-08-21,121,4,25.96
Day,2022-08-21,148,4,15.96
Day,2022-08-21,150,4,14.96
Day,2022-08-21,155,3,14.97
Day,2022-08-21,192,4,24.96
Day,2022-08-21,205,4,15.96
Day,2022-08-21,210,2,14.98
Day,2022-08-21,221,3,14.97
Day,2022-08-21,226,4,13.96
Day,2022-08-21,236,3,17.97
Day,2022-08-21,238,2,13.98
Day,2022-08-21,253,3,17.97
Day,2022-08-21,260,3,17.97
Day,2022-08-21,265,3,18.97
Day,2022-08-21,275,4,19.96
Day,2022-08-21,279,4,17.96
Day,2022-08-21,295,3,14.97
Day,2022-08-21,300,2,17.98
Day,2022-08-21,314,3,14.97
Day,2022-08-21,324,2,16.98
Day,2022-08-21,345,1,10.99
Day,2022-08-21,349,2,13.98
Day,2022-08-21,362,5,30.95
Day,2022-08-21,366,4,15.96
Day,2022-08-21,367,2,17.98
Day,2022-08-21,372,3,9.97
Day,2022-08-21,388,1,10.99
Day,2022-08-21,396,4,15.96
Day,2022-08-21,401,2,2.98
Day,2022-08-21,417,3,14.97
Day,2022-08-21,442,3,3.97
Day,2022-08-21,453,4,18.96
Day,2022-08-21,457,2,17.98
Day,2022-08-21,468,5,32.95
Day,2022-08-21,472,3,14.97
Day,2022-08-21,473,4,11.96
Day,2022-08-21,524,3,7.97
Day,2022-08-21,526,2,14.98
Day,2022-08-21,544,3,18.97
Day,2022-08-21,550,3,16.97
Day,2022-08-21,558,2,13.98
Day,2022-08-21,560,4,12.96
Day,2022-08-21,579,3,5.97
Day,2022-08-22,20,3,9.97
Day,2022-08-22,29,2,13.98
Day,2022-08-22,52,3,15.97
Day,2022-08-22,54,1,10.99
Day,2022-08-22,91,3,9.97
Day,2022-08-22,119,3,15.97
Day,2022-08-22,139,4,18.96
Day,2022-08-22,148,4,22.96
Day,2022-08-22,161,4,15.96
Day,2022-08-22,187,2,13.98
Day,2022-08-22,188,3,6.97
Day,2022-08-22,193,3,16.97
Day,2022-08-22,198,3,16.97
Day,2022-08-22,204,3,17.97
Day,2022-08-22,241,3,6.97
Day,2022-08-22,259,2,13.98
Day,2022-08-22,277,2,16.98
Day,2022-08-22,287,3,7.97
Day,2022-08-22,293,2,13.98
Day,2022-08-22,336,1,10.99
Day,2022-08-22,340,3,15.97
Day,2022-08-22,363,3,15.97
Day,2022-08-22,374,4,20.96
Day,2022-08-22,379,3,14.97
Day,2022-08-22,390,3,18.97
Day,2022-08-22,404,5,27.95
Day,2022-08-22,407,2,2.98
Day,2022-08-22,410,3,9.97
Day,2022-08-22,422,4,14.96
Day,2022-08-22,439,2,14.98
Day,2022-08-22,445,3,15.97
Day,2022-08-22,448,2,14.98
Day,2022-08-22,461,6,25.94
Day,2022-08-22,488,3,9.97
Day,2022-08-22,494,4,26.96
Day,2022-08-22,503,4,11.96
Day,2022-08-22,512,4,13.96
Day,2022-08-22,513,4,24.96
Day,2022-08-22,532,2,2.98
Day,2022-08-22,541,5,18.95
Day,2022-08-22,551,3,14.97
Day,2022-08-22,588,3,9.97
Day,2022-08-23,22,3,16.97
Day,2022-08-23,31,2,13.98
Day,2022-08-23,45,2,18.98
Day,2022-08-23,60,3,9.97
Day,2022-08-23,74,3,6.97
Day,2022-08-23,76,1,10.99
Day,2022-08-23,80,2,14.98
Day,2022-08-23,81,4,14.96
Day,2022-08-23,93,3,5.97
Day,2022-08-23,103,5,25.95
Day,2022-08-23,114,4,8.96
Day,2022-08-23,123,3,9.97
Day,2022-08-23,137,3,17.97
Day,2022-08-23,147,3,20.97
Day,2022-08-23,158,3,14.97
Day,2022-08-23,195,1,11.99
Day,2022-08-23,200,3,17.97
Day,2022-08-23,215,4,9.96
Day,2022-08-23,226,4,16.96
Day,2022-08-23,233,2,2.98
Day,2022-08-23,256,3,15.97
Day,2022-08-23,262,4,14.96
Day,2022-08-23,293,2,13.98
Day,2022-08-23,302,4,16.96
Day,2022-08-23,311,2,18.98
Day,2022-08-23,327,3,23.97
Day,2022-08-23,334,3,9.97
Day,2022-08-23,346,5,19.95
Day,2022-08-23,350,2,2.98
Day,2022-08-23,353,3,5.97
Day,2022-08-23,389,2,15.98
Day,2022-08-23,412,2,13.98
Day,2022-08-23,439,3,7.97
Day,2022-08-23,446,2,2.98
Day,2022-08-23,462,3,6.97
Day,2022-08-23,468,3,5.97
Day,2022-08-23,469,3,17.97
Day,2022-08-23,503,4,12.96
Day,2022-08-23,504,2,13.98
Day,2022-08-23,563,3,9.97
Day,2022-08-23,567,1,10.99
Day,2022-08-23,595,3,6.97
Day,2022-08-23,599,3,14.97
Month,2022-05-01,5,3,9.97
Month,2022-05-01,7,5,20.95
Month,2022-05-01,14,5,20.95
Month,2022-05-01,16,4,10.96
Month,2022-05-01,19,6,26.94
Month,2022-05-01,22,3,18.97
Month,2022-05-01,32,3,14.97
Month,2022-05-01,44,5,12.95
Month,2022-05-01,47,3,15.97
Month,2022-05-01,49,4,13.96
Month,2022-05-01,50,5,24.95
Month,2022-05-01,51,3,14.97
Month,2022-05-01,53,6,26.94
Month,2022-05-01,55,3,15.97
Month,2022-05-01,56,4,19.96
Month,2022-05-01,57,2,14.98
Month,2022-05-01,58,3,9.97
Month,2022-05-01,60,3,9.97
Month,2022-05-01,76,2,2.98
Month,2022-05-01,77,5,14.95
Month,2022-05-01,83,3,4.97
Month,2022-05-01,85,2,14.98
Month,2022-05-01,89,3,9.97
Month,2022-05-01,93,3,14.97
Month,2022-05-01,102,3,7.97
Month,2022-05-01,103,2,17.98
Month,2022-05-01,104,2,14.98
Month,2022-05-01,105,4,26.96
Month,2022-05-01,109,7,27.93
Month,2022-05-01,115,3,4.97
Month,2022-05-01,124,4,15.96
Month,2022-05-01,126,3,14.97
Month,2022-05-01,131,3,15.97
Month,2022-05-01,134,4,16.96
Month,2022-05-01,142,3,19.97
Month,2022-05-01,154,3,19.97
Month,2022-05-01,159,4,9.96
Month,2022-05-01,161,6,17.94
Month,2022-05-01,170,3,9.97
Month,2022-05-01,176,5,21.95
Month,2022-05-01,184,3,9.97
Month,2022-05-01,185,3,4.97
Month,2022-05-01,186,2,2.98
Month,2022-05-01,196,4,22.96
Month,2022-05-01,197,8,20.92
Month,2022-05-01,198,5,16.95
Month,2022-05-01,201,3,16.97
Month,2022-05-01,204,4,12.96
Month,2022-05-01,207,6,17.94
Month,2022-05-01,214,5,12.95
Month,2022-05-01,222,5,19.95
Month,2022-05-01,231,3,21.97
Month,2022-05-01,239,6,33.94
Month,2022-05-01,245,6,28.94
Month,2022-05-01,246,5,30.95
Month,2022-05-01,247,3,15.97
Month,2022-05-01,249,4,18.96
Month,2022-05-01,250,5,18.95
Month,2022-05-01,251,6,19.94
Month,2022-05-01,256,5,14.95
Month,2022-05-01,259,3,15.97
Month,2022-05-01,261,4,16.96
Month,2022-05-01,267,3,16.97
Month,2022-05-01,269,6,18.94
Month,2022-05-01,272,4,15.96
Month,2022-05-01,274,6,24.94
Month,2022-05-01,276,2,14.98
Month,2022-05-01,282,3,9.97
Month,2022-05-01,287,3,6.97
Month,2022-05-01,288,4,21.96
Month,2022-05-01,293,3,14.97
Month,2022-05-01,296,4,18.96
Month,2022-05-01,299,2,14.98
Month,2022-05-01,300,3,9.97
Month,2022-05-01,304,3,14.97
Month,2022-05-01,307,4,18.96
Month,2022-05-01,311,5,26.95
Month,2022-05-01,312,4,17.96
Month,2022-05-01,313,4,9.96
Month,2022-05-01,315,2,13.98
Month,2022-05-01,316,3,15.97
Month,2022-05-01,319,3,16.97
Month,2022-05-01,321,3,15.97
Month,2022-05-01,326,3,15.97
Month,2022-05-01,334,2,15.98
Month,2022-05-01,337,3,20.97
Month,2022-05-01,354,3,3.97
Month,2022-05-01,359,3,15.97
Month,2022-05-01,368,4,17.96
Month,2022-05-01,369,4,18.96
Month,2022-05-01,371,6,25.94
Month,2022-05-01,374,3,4.97
Month,2022-05-01,375,4,21.96
Month,2022-05-01,381,3,6.97
Month,2022-05-01,384,4,11.96
Month,2022-05-01,387,4,21.96
Month,2022-05-01,391,5,24.95
Month,2022-05-01,399,3,17.97
Month,2022-05-01,400,4,18.96
Month,2022-05-01,412,4,10.96
Month,2022-05-01,416,3,7.97
Month,2022-05-01,417,3,18.97
Month,2022-05-01,429,5,26.95
Month,2022-05-01,432,3,22.97
Month,2022-05-01,433,2,19.98
Month,2022-05-01,436,3,17.97
Month,2022-05-01,446,3,6.97
Month,2022-05-01,449,3,18.97
Month,2022-05-01,451,3,6.97
Month,2022-05-01,452,3,7.97
Month,2022-05-01,460,4,11.96
Month,2022-05-01,468,5,20.95
Month,2022-05-01,469,5,18.95
Month,2022-05-01,472,4,9.96
Month,2022-05-01,480,3,17.97
Month,2022-05-01,498,3,14.97
Month,2022-05-01,500,3,18.97
Month,2022-05-01,501,2,2.98
Month,2022-05-01,502,4,7.96
Month,2022-05-01,503,4,15.96
Month,2022-05-01,504,3,15.97
Month,2022-05-01,506,7,28.93
Month,2022-05-01,509,2,13.98
Month,2022-05-01,510,3,19.97
Month,2022-05-01,515,2,15.98
Month,2022-05-01,528,5,17.95
Month,2022-05-01,535,4,12.96
Month,2022-05-01,548,3,15.97
Month,2022-05-01,549,4,14.96
Month,2022-05-01,551,5,20.95
Month,2022-05-01,569,5,20.95
Month,2022-05-01,571,2,13.98
Month,2022-05-01,575,5,16.95
Month,2022-05-01,584,3,14.97
Month,2022-05-01,586,2,13.98
Month,2022-05-01,594,4,21.96
Month,2022-05-01,596,6,22.94
Month,2022-06-01,1,7,31.93
Month,2022-06-01,3,4,25.96
Month,2022-06-01,4,6,16.94
Month,2022-06-01,5,5,19.95
Month,2022-06-01,6,4,8.96
Month,2022-06-01,7,5,10.95
Month,2022-06-01,10,5,15.95
Month,2022-06-01,11,3,15.97
Month,2022-06-01,12,6,26.94
Month,2022-06-01,13,4,19.96
Month,2022-06-01,15,3,9.97
Month,2022-06-01,16,4,23.96
Month,2022-06-01,17,3,20.97
Month,2022-06-01,18,4,25.96
Month,2022-06-01,20,4,14.96
Month,2022-06-01,21,5,31.95
Month,2022-06-01,23,5,16.95
Month,2022-06-01,24,5,24.95
Month,2022-06-01,25,6,33.94
Month,2022-06-01,26,7,41.93
Month,2022-06-01,27,8,30.92
Month,2022-06-01,28,5,13.95
Month,2022-06-01,29,7,21.93
Month,2022-06-01,30,4,12.96
Month,2022-06-01,31,11,35.89
Month,2022-06-01,32,4,15.96
Month,2022-06-01,33,2,19.98
Month,2022-06-01,35,6,17.94
Month,2022-06-01,38,5,15.95
Month,2022-06-01,39,6,26.94
Month,2022-06-01,40,4,16.96
Month,2022-06-01,42,4,12.96
Month,2022-06-01,44,4,15.96
Month,2022-06-01,45,5,17.95
Month,2022-06-01,46,7,32.93
Month,2022-06-01,47,3,17.97
Month,2022-06-01,49,5,23.95
Month,2022-06-01,50,4,11.96
Month,2022-06-01,51,2,2.98
Month,2022-06-01,52,4,13.96
Month,2022-06-01,53,5,10.95
Month,2022-06-01,54,4,19.96
Month,2022-06-01,55,5,18.95
Month,2022-06-01,56,4,13.96
Month,2022-06-01,57,5,20.95
Month,2022-06-01,58,3,6.97
Month,2022-06-01,62,7,24.93
Month,2022-06-01,66,7,29.93
Month,2022-06-01,67,4,13.96
Month,2022-06-01,68,5,25.95
Month,2022-06-01,74,4,12.96
Month,2022-06-01,75,5,29.95
Month,2022-06-01,76,6,12.94
Month,2022-06-01,77,5,21.95
Month,2022-06-01,78,3,17.97
Month,2022-06-01,80,3,15.97
Month,2022-06-01,82,5,20.95
Month,2022-06-01,83,4,20.96
Month,2022-06-01,84,6,14.94
Month,2022-06-01,85,6,19.94
Month,2022-06-01,86,7,24.93
Month,2022-06-01,87,5,25.95
Month,2022-06-01,89,5,30.95
Month,2022-06-01,91,4,12.96
Month,2022-06-01,92,3,14.97
Month,2022-06-01,94,5,19.95
Month,2022-06-01,95,4,8.96
Month,2022-06-01,96,7,21.93
Month,2022-06-01,98,6,25.94
Month,2022-06-01,100,4,18.96
Month,2022-06-01,103,4,7.96
Month,2022-06-01,104,4,8.96
Month,2022-06-01,107,7,24.93
Month,2022-06-01,108,5,24.95
Month,2022-06-01,109,5,25.95
Month,2022-06-01,111,6,22.94
Month,2022-06-01,112,4,15.96
Month,2022-06-01,113,6,27.94
Month,2022-06-01,114,4,19.96
Month,2022-06-01,116,6,20.94
Month,2022-06-01,119,3,16.97
Month,2022-06-01,120,6,29.94
Month,2022-06-01,122,7,25.93
Month,2022-06-01,123,5,14.95
Month,2022-06-01,125,4,19.96
Month,2022-06-01,129,6,19.94
Month,2022-06-01,130,6,21.94
Month,2022-06-01,131,2,14.98
Month,2022-06-01,132,6,19.94
Month,2022-06-01,133,4,13.96
Month,2022-06-01,134,4,17.96
Month,2022-06-01,135,3,5.97
Month,2022-06-01,137,4,19.96
Month,2022-06-01,138,3,9.97
Month,2022-06-01,139,4,14.96
Month,2022-06-01,140,4,15.96
Month,2022-06-01,141,3,20.97
Month,2022-06-01,143,5,16.95
Month,2022-06-01,144,6,22.94
Month,2022-06-01,146,7,25.93
Month,2022-06-01,147,4,16.96
Month,2022-06-01,148,5,22.95
Month,2022-06-01,149,7,32.93
Month,2022-06-01,151,5,13.95
Month,2022-06-01,153,4,12.96
Month,2022-06-01,155,5,27.95
Month,2022-06-01,156,4,16.96
Month,2022-06-01,158,4,21.96
Month,2022-06-01,162,5,12.95
Month,2022-06-01,163,6,29.94
Month,2022-06-01,164,3,16.97
Month,2022-06-01,166,4,13.96
Month,2022-06-01,167,3,15.97
Month,2022-06-01,171,7,32.93
Month,2022-06-01,172,3,3.97
Month,2022-06-01,173,5,16.95
Month,2022-06-01,174,4,16.96
Month,2022-06-01,176,8,42.92
Month,2022-06-01,177,5,14.95
Month,2022-06-01,178,8,44.92
Month,2022-06-01,181,4,19.96
Month,2022-06-01,182,4,13.96
Month,2022-06-01,183,4,14.96
Month,2022-06-01,185,3,14.97
Month,2022-06-01,186,6,25.94
Month,2022-06-01,187,7,23.93
Month,2022-06-01,188,4,13.96
Month,2022-06-01,189,5,13.95
Month,2022-06-01,190,5,19.95
Month,2022-06-01,191,6,17.94
Month,2022-06-01,193,6,35.94
Month,2022-06-01,194,5,19.95
Month,2022-06-01,196,8,31.92
Month,2022-06-01,197,8,31.92
Month,2022-06-01,200,7,31.93
Month,2022-06-01,201,5,25.95
Month,2022-06-01,202,4,9.96
Month,2022-06-01,203,4,18.96
Month,2022-06-01,204,6,31.94
Month,2022-06-01,205,4,14.96
Month,2022-06-01,208,5,11.95
Month,2022-06-01,209,4,19.96
Month,2022-06-01,211,2,15.98
Month,2022-06-01,212,4,14.96
Month,2022-06-01,213,9,35.91
Month,2022-06-01,215,6,23.94
Month,2022-06-01,216,5,15.95
Month,2022-06-01,217,3,14.97
Month,2022-06-01,218,3,4.97
Month,2022-06-01,221,5,23.95
Month,2022-06-01,222,2,15.98
Month,2022-06-01,224,3,15.97
Month,2022-06-01,227,4,12.96
Month,2022-06-01,228,4,13.96
Month,2022-06-01,229,4,14.96
Month,2022-06-01,230,6,20.94
Month,2022-06-01,233,4,13.96
Month,2022-06-01,234,8,36.92
Month,2022-06-01,236,8,37.92
Month,2022-06-01,237,5,12.95
Month,2022-06-01,239,5,23.95
Month,2022-06-01,240,3,14.97
Month,2022-06-01,241,5,11.95
Month,2022-06-01,242,6,29.94
Month,2022-06-01,244,3,16.97
Month,2022-06-01,246,5,12.95
Month,2022-06-01,249,5,19.95
Month,2022-06-01,251,3,17.97
Month,2022-06-01,253,6,29.94
Month,2022-06-01,254,5,13.95
Month,2022-06-01,255,4,15.96
Month,2022-06-01,256,7,30.93
Month,2022-06-01,259,4,24.96
Month,2022-06-01,260,8,34.92
Month,2022-06-01,261,6,23.94
Month,2022-06-01,262,4,20.96
Month,2022-06-01,264,4,13.96
Month,2022-06-01,265,3,15.97
Month,2022-06-01,266,4,20.96
Month,2022-06-01,267,8,30.92
Month,2022-06-01,268,8,26.92
Month,2022-06-01,270,4,21.96
Month,2022-06-01,272,3,16.97
Month,2022-06-01,273,5,21.95
Month,2022-06-01,275,4,12.96
Month,2022-06-01,277,7,28.93
Month,2022-06-01,278,4,11.96
Month,2022-06-01,279,5,16.95
Month,2022-06-01,280,3,9.97
Month,2022-06-01,282,4,13.96
Month,2022-06-01,283,5,17.95
Month,2022-06-01,286,2,13.98
Month,2022-06-01,287,3,20.97
Month,2022-06-01,289,6,37.94
Month,2022-06-01,290,4,16.96
Month,2022-06-01,292,4,14.96
Month,2022-06-01,293,7,35.93
Month,2022-06-01,295,9,32.91
Month,2022-06-01,296,3,6.97
Month,2022-06-01,297,5,23.95
Month,2022-06-01,299,7,31.93
Month,2022-06-01,303,4,20.96
Month,2022-06-01,304,4,20.96
Month,2022-06-01,305,4,18.96
Month,2022-06-01,307,6,22.94
Month,2022-06-01,308,5,19.95
Month,2022-06-01,309,4,25.96
Month,2022-06-01,310,6,27.94
Month,2022-06-01,313,3,15.97
Month,2022-06-01,316,7,35.93
Month,2022-06-01,318,4,14.96
Month,2022-06-01,319,6,21.94
Month,2022-06-01,320,5,23.95
Month,2022-06-01,322,7,40.93
Month,2022-06-01,326,4,15.96
Month,2022-06-01,327,6,30.94
Month,2022-06-01,328,5,21.95
Month,2022-06-01,329,9,28.91
Month,2022-06-01,330,5,21.95
Month,2022-06-01,333,4,14.96
Month,2022-06-01,336,8,25.92
Month,2022-06-01,338,7,34.93
Month,2022-06-01,339,5,25.95
Month,2022-06-01,340,8,35.92
Month,2022-06-01,341,7,37.93
Month,2022-06-01,342,3,14.97
Month,2022-06-01,343,7,30.93
Month,2022-06-01,344,3,9.97
Month,2022-06-01,345,4,11.96
Month,2022-06-01,347,5,31.95
Month,2022-06-01,349,4,19.96
Month,2022-06-01,350,4,8.96
Month,2022-06-01,351,3,9.97
Month,2022-06-01,352,5,20.95
Month,2022-06-01,353,3,17.97
Month,2022-06-01,354,4,15.96
Month,2022-06-01,357,4,16.96
Month,2022-06-01,358,6,18.94
Month,2022-06-01,359,4,12.96
Month,2022-06-01,360,4,18.96
Month,2022-06-01,361,4,12.96
Month,2022-06-01,362,5,14.95
Month,2022-06-01,363,5,22.95
Month,2022-06-01,364,5,19.95
Month,2022-06-01,365,5,17.95
Month,2022-06-01,366,2,2.98
Month,2022-06-01,368,6,30.94
Month,2022-06-01,371,7,23.93
Month,2022-06-01,374,4,11.96
Month,2022-06-01,377,5,14.95
Month,2022-06-01,378,4,23.96
Month,2022-06-01,379,3,17.97
Month,2022-06-01,380,8,27.92
Month,2022-06-01,381,5,16.95
Month,2022-06-01,382,5,15.95
Month,2022-06-01,383,6,27.94
Month,2022-06-01,384,7,34.93
Month,2022-06-01,385,3,4.97
Month,2022-06-01,386,5,16.95
Month,2022-06-01,387,6,14.94
Month,2022-06-01,388,5,26.95
Month,2022-06-01,390,5,25.95
Month,2022-06-01,391,5,10.95
Month,2022-06-01,392,4,17.96
Month,2022-06-01,393,5,19.95
Month,2022-06-01,395,6,15.94
Month,2022-06-01,398,3,19.97
Month,2022-06-01,403,6,35.94
Month,2022-06-01,404,4,15.96
Month,2022-06-01,405,6,26.94
Month,2022-06-01,406,7,26.93
Month,2022-06-01,409,2,14.98
Month,2022-06-01,410,6,22.94
Month,2022-06-01,411,3,4.97
Month,2022-06-01,414,3,20.97
Month,2022-06-01,416,5,12.95
Month,2022-06-01,420,3,5.97
Month,2022-06-01,422,4,14.96
Month,2022-06-01,423,5,27.95
Month,2022-06-01,426,5,19.95
Month,2022-06-01,427,5,18.95
Month,2022-06-01,428,5,14.95
Month,2022-06-01,429,4,19.96
Month,2022-06-01,430,6,15.94
Month,2022-06-01,431,7,35.93
Month,2022-06-01,434,7,28.93
Month,2022-06-01,438,6,17.94
Month,2022-06-01,439,6,23.94
Month,2022-06-01,442,4,18.96
Month,2022-06-01,444,6,25.94
Month,2022-06-01,446,6,20.94
Month,2022-06-01,447,4,13.96
Month,2022-06-01,448,5,24.95
Month,2022-06-01,450,7,22.93
Month,2022-06-01,451,7,22.93
Month,2022-06-01,452,7,22.93
Month,2022-06-01,453,3,18.97
Month,2022-06-01,454,10,52.9
Month,2022-06-01,455,4,7.96
Month,2022-06-01,456,7,25.93
Month,2022-06-01,457,9,30.91
Month,2022-06-01,459,7,25.93
Month,2022-06-01,462,3,20.97
Month,2022-06-01,463,4,15.96
Month,2022-06-01,465,4,17.96
Month,2022-06-01,466,5,28.95
Month,2022-06-01,467,4,30.96
Month,2022-06-01,468,6,23.94
Month,2022-06-01,470,3,9.97
Month,2022-06-01,471,5,20.95
Month,2022-06-01,472,6,24.94
Month,2022-06-01,473,4,13.96
Month,2022-06-01,474,2,16.98
Month,2022-06-01,476,4,12.96
Month,2022-06-01,477,4,25.96
Month,2022-06-01,478,6,31.94
Month,2022-06-01,479,6,23.94
Month,2022-06-01,481,4,13.96
Month,2022-06-01,483,3,14.97
Month,2022-06-01,484,4,18.96
Month,2022-06-01,486,4,16.96
Month,2022-06-01,489,4,17.96
Month,2022-06-01,491,7,31.93
Month,2022-06-01,492,4,21.96
Month,2022-06-01,493,4,12.96
Month,2022-06-01,495,4,19.96
Month,2022-06-01,497,4,22.96
Month,2022-06-01,498,6,19.94
Month,2022-06-01,499,4,14.96
Month,2022-06-01,500,5,25.95
Month,2022-06-01,501,2,13.98
Month,2022-06-01,502,3,9.97
Month,2022-06-01,505,4,24.96
Month,2022-06-01,506,5,27.95
Month,2022-06-01,507,3,14.97
Month,2022-06-01,510,8,33.92
Month,2022-06-01,511,4,21.96
Month,2022-06-01,512,3,14.97
Month,2022-06-01,514,6,14.94
Month,2022-06-01,515,6,25.94
Month,2022-06-01,516,6,22.94
Month,2022-06-01,517,5,22.95
Month,2022-06-01,519,3,17.97
Month,2022-06-01,522,4,16.96
Month,2022-06-01,523,4,24.96
Month,2022-06-01,524,3,9.97
Month,2022-06-01,526,9,41.91
Month,2022-06-01,527,4,7.96
Month,2022-06-01,529,3,3.97
Month,2022-06-01,530,3,5.97
Month,2022-06-01,533,6,18.94
Month,2022-06-01,534,5,15.95
Month,2022-06-01,537,4,23.96
Month,2022-06-01,538,4,18.96
Month,2022-06-01,539,3,9.97
Month,2022-06-01,540,5,18.95
Month,2022-06-01,542,2,15.98
Month,2022-06-01,543,5,21.95
Month,2022-06-01,544,4,16.96
Month,2022-06-01,546,4,12.96
Month,2022-06-01,548,3,5.97
Month,2022-06-01,550,6,39.94
Month,2022-06-01,553,3,19.97
Month,2022-06-01,554,4,21.96
Month,2022-06-01,556,5,25.95
Month,2022-06-01,558,5,27.95
Month,2022-06-01,559,4,12.96
Month,2022-06-01,561,9,33.91
Month,2022-06-01,562,4,17.96
Month,2022-06-01,565,3,16.97
Month,2022-06-01,566,4,16.96
Month,2022-06-01,568,5,17.95
Month,2022-06-01,570,7,32.93
Month,2022-06-01,571,6,32.94
Month,2022-06-01,573,4,20.96
Month,2022-06-01,574,5,15.95
Month,2022-06-01,576,7,33.93
Month,2022-06-01,578,3,14.97
Month,2022-06-01,583,6,29.94
Month,2022-06-01,585,4,13.96
Month,2022-06-01,587,4,15.96
Month,2022-06-01,588,5,24.95
Month,2022-06-01,589,5,30.95
Month,2022-06-01,590,5,30.95
Month,2022-06-01,592,5,24.95
Month,2022-06-01,593,4,20.96
Month,2022-06-01,594,6,23.94
Month,2022-06-01,597,3,7.97
Month,2022-06-01,599,4,20.96
Month,2022-07-01,1,12,50.88
Month,2022-07-01,2,14,75.86
Month,2022-07-01,3,13,68.87
Month,2022-07-01,4,5,21.95
Month,2022-07-01,5,16,59.84
Month,2022-07-01,6,9,26.91
Month,2022-07-01,7,11,59.89
Month,2022-07-01,8,12,35.88
Month,2022-07-01,9,9,28.91
Month,2022-07-01,10,11,45.89
Month,2022-07-01,11,11,53.89
Month,2022-07-01,12,13,39.87
Month,2022-07-01,13,13,61.87
Month,2022-07-01,14,12,50.88
Month,2022-07-01,15,9,40.91
Month,2022-07-01,16,10,34.9
Month,2022-07-01,17,9,43.91
Month,2022-07-01,18,9,33.91
Month,2022-07-01,19,6,34.94
Month,2022-07-01,20,10,42.9
Month,2022-07-01,21,8,26.92
Month,2022-07-01,22,7,31.93
Month,2022-07-01,23,13,60.87
Month,2022-07-01,24,9,26.91
Month,2022-07-01,25,12,39.88
Month,2022-07-01,26,13,46.87
Month,2022-07-01,27,12,46.88
Month,2022-07-01,28,14,51.86
Month,2022-07-01,29,11,46.89
Month,2022-07-01,30,19,73.81
Month,2022-07-01,31,11,48.89
Month,2022-07-01,32,15,58.85
Month,2022-07-01,33,8,29.92
Month,2022-07-01,34,9,33.91
Month,2022-07-01,35,16,68.84
Month,2022-07-01,36,13,40.87
Month,2022-07-01,37,6,36.94
Month,2022-07-01,38,18,65.82
Month,2022-07-01,39,15,73.85
Month,2022-07-01,40,11,40.89
Month,2022-07-01,41,14,63.86
Month,2022-07-01,42,16,61.84
Month,2022-07-01,43,12,47.88
Month,2022-07-01,44,10,53.9
Month,2022-07-01,45,9,37.91
Month,2022-07-01,46,8,32.92
Month,2022-07-01,47,10,47.9
Month,2022-07-01,48,8,44.92
Month,2022-07-01,49,13,69.87
Month,2022-07-01,50,17,80.83
Month,2022-07-01,51,12,58.88
Month,2022-07-01,52,12,48.88
Month,2022-07-01,53,7,31.93
Month,2022-07-01,54,7,21.93
Month,2022-07-01,55,7,36.93
Month,2022-07-01,56,9,37.91
Month,2022-07-01,57,14,44.86
Month,2022-07-01,58,9,38.91
